Department,Region_Employment,Education Level,NO_Trainings_LstYear,Age,previous_year_rating,Awards,Avg_Training_Score,Is Promoted
Analytics,32,Bachelor's,1,31.0,2.0,NO,89.0,NO
Technology,2,Bachelor's,1,41.0,3.0,NO,79.0,NO
Operations,7,Master's & above,2,41.0,3.0,NO,68.0,YES
Technology,15,Bachelor's,1,32.0,1.0,NO,81.0,NO
HR,34,Bachelor's,1,26.0,3.0,YES,60.0,NO
Analytics,26,Bachelor's,2,31.0,2.0,NO,85.0,NO
Operations,7,Bachelor's,1,37.0,3.0,NO,62.0,NO
HR,2,Master's & above,1,38.0,3.0,NO,51.0,NO
Sales & Marketing,25,Bachelor's,1,27.0,4.0,NO,49.0,NO
HR,13,Bachelor's,1,32.0,5.0,NO,55.0,NO
HR,2,Master's & above,1,47.0,2.0,NO,49.0,NO
Operations,2,Bachelor's,2,56.0,5.0,NO,60.0,NO
Operations,11,Bachelor's,1,31.0,3.0,NO,59.0,NO
Procurement,7,Bachelor's,1,29.0,1.0,NO,75.0,NO
HR,2,Bachelor's,1,32.0,5.0,NO,49.0,YES
Procurement,22,Master's & above,1,31.0,3.0,NO,68.0,NO
Operations,16,Master's & above,1,34.0,3.0,NO,58.0,NO
Procurement,2,Master's & above,1,46.0,2.0,NO,70.0,NO
Sales & Marketing,2,Master's & above,2,42.0,5.0,NO,48.0,NO
Operations,29,Bachelor's,1,31.0,4.0,NO,64.0,NO
Operations,6,Master's & above,1,49.0,3.0,NO,62.0,NO
Operations,2,Master's & above,1,52.0,4.0,NO,60.0,NO
Analytics,9,Master's & above,1,30.0,3.0,NO,85.0,NO
Sales & Marketing,2,Bachelor's,1,56.0,3.0,NO,53.0,YES
Sales & Marketing,26,Bachelor's,1,33.0,5.0,NO,52.0,NO
Sales & Marketing,29,Bachelor's,1,33.0,4.0,NO,51.0,NO
Sales & Marketing,32,Bachelor's,1,27.0,3.0,NO,55.0,NO
Procurement,2,Bachelor's,1,36.0,4.0,NO,68.0,NO
Sales & Marketing,2,Bachelor's,1,37.0,5.0,NO,51.0,NO
Operations,4,Bachelor's,1,41.0,3.0,NO,60.0,NO
Procurement,13,Master's & above,1,37.0,5.0,NO,71.0,NO
Operations,34,Bachelor's,1,36.0,3.0,NO,62.0,NO
Operations,22,Master's & above,1,36.0,5.0,NO,60.0,NO
Operations,16,Bachelor's,1,46.0,5.0,NO,58.0,NO
Operations,2,Master's & above,1,43.0,4.0,NO,60.0,NO
Sales & Marketing,7,Bachelor's,3,26.0,3.0,NO,99.0,YES
Sales & Marketing,25,Bachelor's,1,36.0,5.0,NO,52.0,NO
Operations,26,Bachelor's,1,32.0,2.0,NO,55.0,NO
Sales & Marketing,13,Bachelor's,1,28.0,3.0,NO,52.0,NO
Analytics,27,Bachelor's,2,30.0,1.0,NO,82.0,NO
Sales & Marketing,13,Bachelor's,1,33.0,5.0,NO,52.0,NO
Technology,13,Master's & above,1,39.0,2.0,NO,78.0,NO
Operations,2,Bachelor's,1,36.0,5.0,NO,59.0,NO
Sales & Marketing,15,Bachelor's,1,26.0,3.0,NO,50.0,NO
Analytics,31,Master's & above,1,35.0,1.0,NO,86.0,NO
Operations,25,Bachelor's,1,29.0,3.0,NO,60.0,NO
Procurement,13,Master's & above,1,38.0,5.0,NO,68.0,YES
Sales & Marketing,7,Bachelor's,1,33.0,5.0,NO,55.0,NO
Procurement,16,Bachelor's,1,30.0,4.0,NO,68.0,NO
HR,10,Master's & above,1,36.0,1.0,NO,49.0,NO
HR,14,Bachelor's,1,30.0,1.0,NO,53.0,NO
Procurement,2,Master's & above,3,58.0,3.0,NO,67.0,NO
R&D,2,Master's & above,2,29.0,5.0,NO,87.0,NO
Sales & Marketing,13,Master's & above,1,35.0,4.0,NO,49.0,NO
Analytics,2,Master's & above,2,56.0,4.0,NO,84.0,YES
Sales & Marketing,15,Bachelor's,2,41.0,3.0,NO,52.0,NO
Operations,19,Bachelor's,2,39.0,5.0,NO,65.0,NO
Finance,2,Bachelor's,1,31.0,5.0,NO,58.0,NO
Operations,26,Bachelor's,1,27.0,5.0,NO,58.0,NO
Technology,22,Bachelor's,2,30.0,5.0,NO,77.0,NO
Analytics,22,Bachelor's,1,33.0,2.0,NO,87.0,NO
Procurement,15,Bachelor's,1,41.0,3.0,NO,69.0,NO
Operations,2,Bachelor's,1,41.0,5.0,NO,60.0,NO
Sales & Marketing,9,Master's & above,2,31.0,3.0,NO,49.0,NO
Technology,7,Bachelor's,1,34.0,1.0,NO,78.0,NO
Legal,2,Bachelor's,1,46.0,1.0,NO,62.0,NO
Sales & Marketing,7,Master's & above,2,40.0,3.0,NO,51.0,YES
Sales & Marketing,7,Bachelor's,1,34.0,4.0,NO,47.0,NO
Technology,4,Bachelor's,1,27.0,3.0,NO,85.0,NO
Procurement,16,Bachelor's,1,33.0,3.0,NO,76.0,NO
Sales & Marketing,2,Master's & above,1,43.0,5.0,NO,54.0,NO
Sales & Marketing,16,Bachelor's,1,29.0,5.0,NO,53.0,NO
Sales & Marketing,2,Bachelor's,1,36.0,1.0,NO,51.0,NO
Technology,2,Bachelor's,1,58.0,5.0,NO,80.0,YES
Sales & Marketing,2,Bachelor's,1,45.0,3.0,NO,49.0,NO
Operations,20,Bachelor's,1,30.0,5.0,NO,59.0,NO
Operations,4,Bachelor's,1,33.0,5.0,NO,58.0,NO
Operations,22,Master's & above,2,34.0,4.0,NO,58.0,NO
Analytics,4,Master's & above,1,41.0,5.0,NO,79.0,NO
R&D,7,Master's & above,1,31.0,2.0,NO,82.0,NO
Operations,22,Bachelor's,1,31.0,1.0,NO,60.0,NO
HR,2,Bachelor's,1,24.0,3.0,NO,46.0,NO
Sales & Marketing,2,Bachelor's,1,34.0,2.0,NO,49.0,NO
Analytics,2,Bachelor's,1,36.0,5.0,NO,90.0,NO
Legal,2,Bachelor's,1,32.0,1.0,NO,60.0,NO
Technology,30,Bachelor's,1,26.0,1.0,NO,79.0,NO
HR,2,Bachelor's,1,25.0,3.0,NO,48.0,NO
Technology,31,Bachelor's,2,34.0,4.0,NO,83.0,NO
Operations,31,Bachelor's,1,41.0,1.0,NO,66.0,NO
Operations,21,Bachelor's,2,29.0,3.0,NO,58.0,NO
Legal,27,Bachelor's,1,27.0,3.0,NO,69.0,YES
Operations,7,Bachelor's,1,31.0,1.0,NO,59.0,NO
Finance,2,Bachelor's,1,29.0,4.0,NO,58.0,NO
R&D,11,Bachelor's,1,34.0,5.0,NO,85.0,NO
Finance,31,Bachelor's,2,34.0,4.0,NO,62.0,NO
Procurement,26,Bachelor's,1,38.0,4.0,NO,69.0,YES
Operations,8,Bachelor's,1,26.0,5.0,NO,60.0,NO
HR,2,Master's & above,2,47.0,5.0,NO,52.0,NO
Analytics,4,Master's & above,1,32.0,3.0,NO,84.0,NO
HR,2,Bachelor's,1,55.0,4.0,NO,51.0,NO
Sales & Marketing,7,Bachelor's,1,39.0,3.0,NO,50.0,NO
Technology,7,Master's & above,1,45.0,3.0,NO,81.0,NO
Technology,2,Bachelor's,1,37.0,3.0,NO,81.0,NO
Operations,32,Bachelor's,1,29.0,3.0,NO,62.0,NO
Technology,2,Bachelor's,1,38.0,3.0,NO,79.0,NO
Procurement,23,Master's & above,1,35.0,3.0,NO,69.0,NO
Operations,21,Bachelor's,1,47.0,3.0,NO,56.0,NO
Sales & Marketing,1,Master's & above,1,33.0,3.0,NO,54.0,NO
Technology,30,Bachelor's,1,31.0,3.0,NO,81.0,NO
Technology,2,Bachelor's,1,58.0,3.0,NO,83.0,NO
Technology,26,Master's & above,1,45.0,3.0,NO,79.0,NO
Sales & Marketing,19,Bachelor's,1,30.0,1.0,NO,50.0,NO
Procurement,22,Bachelor's,1,29.0,4.0,NO,67.0,NO
Operations,32,Bachelor's,1,32.0,4.0,NO,60.0,NO
Procurement,11,Master's & above,1,39.0,3.0,NO,83.0,YES
Procurement,10,Master's & above,1,32.0,2.0,NO,64.0,YES
Procurement,2,Master's & above,1,52.0,5.0,NO,66.0,NO
Procurement,2,Bachelor's,1,32.0,3.0,NO,66.0,NO
Technology,2,Bachelor's,2,37.0,1.0,NO,80.0,NO
Sales & Marketing,2,Bachelor's,1,51.0,3.0,NO,50.0,NO
Technology,7,Bachelor's,1,27.0,1.0,YES,79.0,NO
Analytics,23,Master's & above,1,32.0,3.0,NO,84.0,NO
Operations,26,Bachelor's,1,33.0,3.0,NO,55.0,NO
Sales & Marketing,16,Master's & above,1,42.0,3.0,NO,49.0,NO
Sales & Marketing,2,Master's & above,1,37.0,3.0,NO,48.0,NO
Sales & Marketing,15,Bachelor's,1,23.0,3.0,YES,52.0,YES
Technology,4,Master's & above,2,34.0,1.0,NO,79.0,NO
Procurement,14,Bachelor's,1,29.0,3.0,NO,71.0,NO
Sales & Marketing,4,Bachelor's,1,43.0,3.0,NO,53.0,NO
Operations,15,Bachelor's,1,45.0,3.0,NO,59.0,NO
Procurement,2,Master's & above,1,37.0,2.0,NO,70.0,NO
Sales & Marketing,8,Bachelor's,1,35.0,3.0,NO,49.0,NO
Sales & Marketing,6,Bachelor's,1,24.0,2.0,NO,52.0,NO
Sales & Marketing,13,Bachelor's,1,49.0,3.0,NO,60.0,NO
Operations,22,Master's & above,1,50.0,5.0,NO,59.0,NO
Sales & Marketing,13,Bachelor's,1,37.0,3.0,NO,52.0,NO
Operations,22,Bachelor's,1,33.0,1.0,NO,56.0,NO
Sales & Marketing,23,Master's & above,1,49.0,5.0,NO,47.0,NO
R&D,7,Master's & above,3,36.0,3.0,NO,85.0,NO
Procurement,7,Bachelor's,1,25.0,3.0,NO,68.0,NO
HR,23,Bachelor's,1,35.0,4.0,NO,50.0,NO
Analytics,9,Bachelor's,1,29.0,4.0,NO,84.0,NO
Sales & Marketing,4,Bachelor's,1,40.0,5.0,NO,50.0,YES
Sales & Marketing,22,Master's & above,2,36.0,1.0,NO,47.0,NO
Sales & Marketing,27,Bachelor's,3,33.0,1.0,NO,49.0,NO
Operations,4,Master's & above,1,26.0,4.0,NO,57.0,NO
Procurement,31,Master's & above,1,43.0,4.0,NO,64.0,NO
Operations,10,Bachelor's,1,30.0,3.0,NO,57.0,NO
Sales & Marketing,2,Bachelor's,1,29.0,3.0,NO,54.0,NO
HR,2,Master's & above,1,32.0,5.0,NO,50.0,NO
Sales & Marketing,15,Bachelor's,1,40.0,1.0,NO,53.0,NO
Finance,2,Bachelor's,1,39.0,2.0,NO,63.0,NO
HR,2,Bachelor's,1,29.0,5.0,NO,46.0,NO
Analytics,22,Bachelor's,1,29.0,3.0,NO,82.0,NO
Analytics,4,Master's & above,1,46.0,4.0,NO,89.0,NO
Legal,27,Bachelor's,1,28.0,3.0,NO,55.0,NO
Technology,20,Master's & above,3,36.0,5.0,NO,79.0,NO
Technology,9,Bachelor's,1,28.0,1.0,NO,77.0,NO
Operations,2,Master's & above,1,43.0,3.0,NO,65.0,NO
Analytics,22,Master's & above,1,30.0,5.0,NO,84.0,NO
HR,2,Master's & above,1,43.0,1.0,NO,49.0,NO
Sales & Marketing,9,Bachelor's,1,32.0,3.0,NO,53.0,NO
Operations,20,Bachelor's,1,31.0,1.0,NO,63.0,NO
Analytics,16,Bachelor's,1,31.0,1.0,NO,82.0,NO
Analytics,2,Bachelor's,1,37.0,5.0,NO,81.0,NO
Operations,29,Master's & above,1,30.0,3.0,NO,54.0,YES
Procurement,20,Bachelor's,1,31.0,2.0,NO,69.0,NO
Operations,19,Bachelor's,1,33.0,3.0,NO,62.0,NO
Operations,15,Bachelor's,1,47.0,5.0,NO,59.0,NO
Sales & Marketing,2,Bachelor's,1,40.0,3.0,NO,48.0,NO
Technology,9,Bachelor's,1,28.0,4.0,NO,76.0,NO
Sales & Marketing,22,Bachelor's,1,34.0,3.0,NO,52.0,NO
Operations,15,Master's & above,1,40.0,2.0,NO,56.0,NO
Sales & Marketing,24,Bachelor's,1,35.0,3.0,NO,49.0,NO
Technology,27,Master's & above,2,40.0,3.0,NO,81.0,NO
Procurement,34,Master's & above,1,0.0,5.0,NO,71.0,NO
Sales & Marketing,8,Master's & above,1,39.0,5.0,NO,52.0,NO
Operations,22,Bachelor's,1,26.0,4.0,NO,56.0,NO
Analytics,22,Master's & above,1,34.0,4.0,NO,86.0,NO
Procurement,13,Bachelor's,1,42.0,4.0,NO,71.0,NO
Procurement,2,Bachelor's,1,31.0,3.0,NO,81.0,YES
Technology,14,Bachelor's,1,31.0,3.0,NO,82.0,NO
R&D,2,Master's & above,1,32.0,4.0,NO,91.0,NO
Procurement,2,Bachelor's,1,40.0,1.0,NO,68.0,NO
Technology,22,Bachelor's,1,33.0,3.0,NO,78.0,NO
Operations,4,Bachelor's,1,31.0,4.0,NO,60.0,NO
Technology,7,Bachelor's,2,34.0,3.0,NO,79.0,NO
Operations,2,Bachelor's,2,34.0,5.0,NO,62.0,NO
Sales & Marketing,31,Bachelor's,1,37.0,3.0,NO,47.0,NO
Sales & Marketing,14,Bachelor's,1,33.0,2.0,NO,46.0,NO
Operations,19,Bachelor's,1,39.0,4.0,NO,60.0,NO
Sales & Marketing,16,Master's & above,1,33.0,4.0,NO,50.0,NO
Analytics,26,Bachelor's,1,35.0,5.0,NO,83.0,NO
Sales & Marketing,7,Bachelor's,2,32.0,1.0,NO,54.0,NO
Operations,26,Bachelor's,1,32.0,5.0,NO,58.0,NO
Technology,5,Master's & above,1,32.0,5.0,NO,79.0,NO
Sales & Marketing,25,Bachelor's,2,29.0,1.0,NO,49.0,NO
Operations,21,Bachelor's,1,39.0,4.0,NO,63.0,NO
Operations,28,Bachelor's,1,31.0,3.0,NO,59.0,NO
Operations,8,Bachelor's,1,26.0,3.0,NO,62.0,NO
Procurement,16,Master's & above,1,39.0,4.0,NO,69.0,NO
Sales & Marketing,2,Master's & above,1,41.0,4.0,YES,98.0,YES
Sales & Marketing,22,Bachelor's,2,30.0,3.0,NO,53.0,NO
Sales & Marketing,2,Master's & above,1,47.0,5.0,NO,48.0,NO
Finance,22,Bachelor's,1,24.0,1.0,NO,62.0,NO
Finance,2,Master's & above,2,58.0,5.0,NO,58.0,NO
Technology,11,Master's & above,2,33.0,4.0,NO,82.0,NO
Finance,2,Bachelor's,1,36.0,3.0,NO,55.0,NO
Sales & Marketing,2,Master's & above,5,54.0,2.0,NO,48.0,NO
Sales & Marketing,7,Bachelor's,1,29.0,1.0,NO,48.0,NO
Operations,19,Bachelor's,1,0.0,4.0,NO,60.0,NO
Operations,13,Bachelor's,1,32.0,2.0,NO,59.0,NO
Sales & Marketing,13,Bachelor's,2,39.0,3.0,NO,48.0,NO
Sales & Marketing,7,Bachelor's,2,29.0,3.0,NO,51.0,NO
Operations,16,Bachelor's,1,35.0,3.0,NO,58.0,NO
Sales & Marketing,28,Bachelor's,1,36.0,3.0,NO,60.0,NO
Technology,23,Bachelor's,1,27.0,4.0,NO,96.0,YES
Sales & Marketing,7,Master's & above,1,57.0,1.0,NO,46.0,NO
Analytics,32,Bachelor's,1,27.0,3.0,NO,85.0,NO
Operations,22,Master's & above,1,34.0,5.0,NO,59.0,NO
Sales & Marketing,2,Bachelor's,1,38.0,4.0,NO,50.0,NO
Technology,10,Bachelor's,1,29.0,3.0,NO,82.0,YES
-,13,Master's & above,1,34.0,4.0,NO,60.0,NO
Sales & Marketing,4,Bachelor's,1,31.0,3.0,NO,47.0,NO
Sales & Marketing,2,Bachelor's,1,41.0,4.0,NO,60.0,NO
Operations,32,Bachelor's,1,27.0,5.0,NO,53.0,NO
Finance,29,Bachelor's,1,30.0,1.0,NO,60.0,NO
Technology,22,Bachelor's,1,27.0,3.0,NO,77.0,YES
Sales & Marketing,15,Master's & above,1,38.0,3.0,NO,51.0,NO
Operations,7,Bachelor's,1,38.0,4.0,NO,63.0,NO
Analytics,23,Bachelor's,1,35.0,5.0,NO,87.0,NO
Procurement,27,Master's & above,1,41.0,5.0,NO,71.0,NO
Sales & Marketing,4,Bachelor's,1,54.0,5.0,NO,54.0,NO
Operations,22,Master's & above,2,46.0,5.0,NO,60.0,YES
Analytics,22,Master's & above,1,30.0,1.0,NO,82.0,NO
Legal,22,Bachelor's,1,30.0,1.0,NO,64.0,NO
Finance,14,Master's & above,1,34.0,5.0,NO,58.0,NO
Procurement,22,Bachelor's,2,28.0,3.0,NO,73.0,NO
Sales & Marketing,2,Bachelor's,1,44.0,4.0,NO,49.0,NO
Sales & Marketing,8,Bachelor's,1,27.0,3.0,NO,52.0,NO
Analytics,14,Bachelor's,1,33.0,5.0,YES,79.0,NO
Sales & Marketing,7,Master's & above,1,39.0,4.0,NO,49.0,NO
Sales & Marketing,2,Master's & above,1,51.0,5.0,NO,50.0,NO
Procurement,2,Master's & above,4,45.0,3.0,NO,73.0,NO
Sales & Marketing,2,Bachelor's,1,37.0,1.0,NO,46.0,NO
Technology,7,Master's & above,1,32.0,1.0,NO,80.0,NO
Operations,31,Master's & above,1,32.0,3.0,NO,58.0,NO
Sales & Marketing,8,Master's & above,1,31.0,3.0,NO,47.0,NO
Technology,19,Bachelor's,1,32.0,3.0,NO,74.0,NO
Finance,2,Master's & above,2,41.0,1.0,NO,59.0,NO
Legal,5,Bachelor's,1,29.0,4.0,NO,59.0,NO
Analytics,7,Bachelor's,1,28.0,3.0,NO,86.0,NO
Procurement,7,Bachelor's,2,30.0,3.0,NO,69.0,NO
Procurement,13,Bachelor's,1,29.0,3.0,NO,73.0,NO
Operations,22,Bachelor's,1,25.0,5.0,NO,59.0,NO
Technology,7,Bachelor's,1,32.0,3.0,NO,81.0,NO
Sales & Marketing,1,Bachelor's,1,31.0,3.0,NO,49.0,NO
Finance,29,Bachelor's,1,26.0,3.0,NO,58.0,NO
Operations,7,Bachelor's,2,51.0,5.0,NO,60.0,NO
Operations,4,Bachelor's,2,40.0,4.0,NO,60.0,NO
Sales & Marketing,2,Bachelor's,2,44.0,2.0,NO,49.0,NO
Technology,17,Master's & above,1,33.0,4.0,NO,80.0,NO
Operations,2,Bachelor's,1,35.0,5.0,NO,56.0,YES
Sales & Marketing,7,Bachelor's,1,34.0,3.0,NO,52.0,NO
Sales & Marketing,2,Master's & above,1,45.0,1.0,NO,47.0,NO
Sales & Marketing,2,Bachelor's,1,29.0,2.0,NO,47.0,NO
Procurement,15,Master's & above,1,31.0,5.0,NO,70.0,NO
Sales & Marketing,22,Bachelor's,1,32.0,5.0,NO,50.0,NO
Technology,5,Master's & above,1,39.0,3.0,NO,77.0,NO
Legal,17,Bachelor's,1,35.0,3.0,NO,57.0,NO
Operations,2,Bachelor's,1,32.0,5.0,NO,60.0,NO
Technology,15,Master's & above,1,33.0,1.0,NO,78.0,NO
R&D,7,Master's & above,1,34.0,3.0,NO,87.0,NO
Procurement,30,Bachelor's,2,29.0,3.0,NO,68.0,NO
Operations,22,Bachelor's,1,38.0,3.0,NO,59.0,NO
Sales & Marketing,28,Master's & above,1,30.0,4.0,NO,49.0,NO
Procurement,14,Bachelor's,2,31.0,3.0,NO,65.0,NO
Sales & Marketing,7,Bachelor's,1,33.0,4.0,NO,51.0,NO
Legal,4,Bachelor's,1,30.0,5.0,NO,59.0,NO
Technology,16,Bachelor's,1,32.0,3.0,NO,82.0,NO
Sales & Marketing,28,Bachelor's,1,29.0,1.0,NO,49.0,NO
Procurement,7,Bachelor's,1,26.0,4.0,NO,67.0,NO
Sales & Marketing,19,Bachelor's,1,41.0,3.0,NO,49.0,NO
Sales & Marketing,26,Bachelor's,1,32.0,4.0,NO,48.0,NO
Sales & Marketing,2,Bachelor's,1,25.0,3.0,NO,60.0,NO
Operations,15,Bachelor's,1,30.0,4.0,NO,62.0,NO
Analytics,26,Bachelor's,1,0.0,4.0,NO,86.0,NO
Operations,2,Bachelor's,1,40.0,3.0,NO,74.0,YES
HR,31,Bachelor's,1,26.0,1.0,NO,51.0,NO
Procurement,22,Bachelor's,2,30.0,4.0,NO,69.0,NO
HR,27,Bachelor's,1,27.0,3.0,NO,48.0,NO
Operations,7,Master's & above,1,38.0,5.0,YES,72.0,YES
Operations,19,Bachelor's,2,38.0,2.0,NO,56.0,NO
Sales & Marketing,13,Master's & above,2,38.0,5.0,NO,60.0,NO
-,31,Bachelor's,1,26.0,1.0,NO,48.0,NO
Sales & Marketing,28,Bachelor's,1,29.0,3.0,NO,53.0,NO
Sales & Marketing,7,Bachelor's,1,41.0,1.0,NO,48.0,NO
Procurement,13,Master's & above,1,36.0,2.0,NO,68.0,NO
Technology,7,Below Secondary,1,25.0,3.0,NO,80.0,NO
Operations,31,Master's & above,1,50.0,3.0,NO,63.0,NO
Technology,4,Bachelor's,1,27.0,1.0,NO,81.0,NO
Sales & Marketing,22,Bachelor's,1,22.0,1.0,NO,52.0,NO
Technology,7,Master's & above,2,31.0,3.0,NO,76.0,NO
HR,2,Bachelor's,1,35.0,3.0,NO,50.0,NO
Operations,22,Bachelor's,1,31.0,5.0,NO,55.0,NO
Sales & Marketing,31,Bachelor's,1,26.0,3.0,NO,46.0,NO
Legal,31,Bachelor's,1,33.0,3.0,NO,57.0,NO
Procurement,28,Master's & above,1,32.0,5.0,NO,68.0,NO
Analytics,20,Master's & above,1,38.0,5.0,NO,88.0,NO
HR,7,Bachelor's,1,29.0,4.0,NO,44.0,NO
Sales & Marketing,27,Bachelor's,1,26.0,3.0,NO,48.0,NO
Analytics,5,Bachelor's,1,30.0,5.0,NO,87.0,NO
Operations,32,Bachelor's,2,31.0,5.0,NO,63.0,NO
Analytics,30,Bachelor's,1,33.0,5.0,NO,85.0,NO
Sales & Marketing,11,Bachelor's,1,32.0,5.0,NO,48.0,NO
Analytics,2,Bachelor's,1,35.0,5.0,NO,84.0,NO
Sales & Marketing,15,Bachelor's,1,31.0,3.0,NO,46.0,NO
Analytics,26,Bachelor's,1,41.0,3.0,NO,89.0,NO
Operations,22,Master's & above,2,32.0,3.0,NO,60.0,NO
Technology,2,Bachelor's,1,45.0,3.0,NO,81.0,NO
Operations,26,Master's & above,1,36.0,4.0,NO,60.0,NO
Analytics,31,Bachelor's,1,26.0,3.0,NO,84.0,NO
Technology,12,Bachelor's,2,30.0,3.0,NO,76.0,NO
Technology,19,Bachelor's,2,32.0,5.0,NO,80.0,NO
Technology,5,Master's & above,2,37.0,4.0,NO,76.0,NO
Procurement,8,Bachelor's,1,29.0,1.0,NO,69.0,NO
Technology,11,Bachelor's,1,30.0,5.0,NO,80.0,YES
Sales & Marketing,13,Bachelor's,1,33.0,3.0,NO,48.0,NO
Procurement,30,Master's & above,1,33.0,1.0,NO,68.0,NO
Finance,2,Bachelor's,3,42.0,3.0,NO,60.0,NO
Operations,31,Master's & above,1,36.0,3.0,NO,60.0,NO
Procurement,4,Bachelor's,2,33.0,3.0,NO,68.0,NO
Operations,7,Master's & above,1,43.0,2.0,NO,60.0,NO
Technology,4,Bachelor's,2,35.0,3.0,NO,80.0,NO
Operations,2,Bachelor's,1,41.0,5.0,NO,59.0,NO
Technology,22,Bachelor's,1,31.0,5.0,NO,80.0,NO
Operations,16,Bachelor's,1,35.0,2.0,NO,58.0,NO
Operations,22,Bachelor's,1,29.0,5.0,NO,58.0,NO
Sales & Marketing,1,Bachelor's,1,27.0,5.0,NO,51.0,NO
Technology,13,Bachelor's,1,42.0,3.0,NO,80.0,NO
Operations,15,Master's & above,1,53.0,5.0,NO,63.0,NO
Operations,15,Bachelor's,3,28.0,3.0,NO,60.0,NO
Sales & Marketing,13,Bachelor's,1,32.0,5.0,NO,49.0,NO
Procurement,17,Master's & above,1,37.0,2.0,NO,69.0,NO
Finance,2,Bachelor's,1,25.0,3.0,YES,58.0,NO
Operations,16,Master's & above,1,42.0,5.0,NO,54.0,NO
HR,29,Master's & above,1,33.0,3.0,NO,46.0,NO
Sales & Marketing,2,Bachelor's,1,31.0,5.0,YES,53.0,NO
Procurement,31,Master's & above,1,43.0,3.0,NO,71.0,YES
Analytics,22,Bachelor's,2,30.0,5.0,NO,87.0,NO
Technology,25,Bachelor's,1,32.0,3.0,NO,79.0,NO
Operations,15,Bachelor's,2,34.0,3.0,NO,60.0,YES
Operations,22,Master's & above,1,34.0,4.0,NO,58.0,NO
Sales & Marketing,2,Bachelor's,1,46.0,5.0,NO,47.0,NO
Sales & Marketing,16,Bachelor's,1,39.0,4.0,NO,50.0,NO
Technology,30,Bachelor's,5,32.0,2.0,NO,80.0,NO
Sales & Marketing,4,Master's & above,2,40.0,1.0,NO,48.0,NO
Sales & Marketing,2,Bachelor's,1,51.0,4.0,NO,48.0,NO
Finance,2,Master's & above,1,55.0,3.0,NO,59.0,NO
Sales & Marketing,14,Bachelor's,1,23.0,1.0,NO,53.0,NO
Procurement,6,Bachelor's,1,32.0,3.0,NO,64.0,NO
Operations,2,Bachelor's,1,40.0,5.0,NO,58.0,NO
Technology,2,Bachelor's,2,29.0,5.0,NO,82.0,NO
Analytics,26,Master's & above,1,40.0,3.0,NO,84.0,NO
Analytics,2,Bachelor's,2,38.0,3.0,NO,84.0,NO
Analytics,23,Master's & above,1,36.0,3.0,NO,83.0,NO
Procurement,11,Bachelor's,1,29.0,3.0,NO,70.0,NO
Procurement,13,Master's & above,1,36.0,3.0,NO,72.0,NO
Sales & Marketing,28,Master's & above,1,33.0,5.0,NO,52.0,NO
R&D,26,Master's & above,1,27.0,3.0,NO,85.0,NO
Technology,28,Master's & above,1,31.0,3.0,NO,82.0,NO
Analytics,22,Bachelor's,1,35.0,3.0,NO,83.0,NO
Sales & Marketing,14,Bachelor's,1,32.0,4.0,NO,52.0,NO
Sales & Marketing,12,Bachelor's,1,27.0,4.0,NO,60.0,YES
Technology,2,Master's & above,1,60.0,3.0,NO,80.0,NO
Operations,7,Bachelor's,1,26.0,5.0,NO,59.0,NO
Sales & Marketing,4,Bachelor's,1,28.0,3.0,NO,49.0,NO
Operations,32,Bachelor's,1,28.0,1.0,NO,60.0,NO
Operations,7,Bachelor's,1,24.0,3.0,NO,57.0,NO
Sales & Marketing,7,Master's & above,1,43.0,4.0,NO,49.0,NO
HR,23,Bachelor's,1,28.0,3.0,NO,46.0,NO
Analytics,27,Bachelor's,2,28.0,2.0,NO,83.0,NO
Sales & Marketing,2,Bachelor's,1,46.0,3.0,NO,46.0,NO
Procurement,16,Master's & above,1,38.0,3.0,NO,69.0,NO
Operations,2,Bachelor's,1,52.0,1.0,NO,62.0,NO
Operations,2,Master's & above,1,60.0,3.0,NO,58.0,NO
Operations,11,Bachelor's,2,35.0,3.0,NO,56.0,NO
Procurement,2,Bachelor's,1,59.0,2.0,NO,65.0,NO
HR,27,Master's & above,1,32.0,5.0,NO,47.0,NO
Operations,20,Bachelor's,1,28.0,5.0,NO,60.0,YES
Operations,2,Master's & above,1,60.0,4.0,NO,64.0,NO
Sales & Marketing,11,Bachelor's,1,37.0,1.0,NO,51.0,NO
Analytics,26,Bachelor's,1,31.0,5.0,NO,87.0,NO
Analytics,22,Bachelor's,1,26.0,5.0,NO,82.0,YES
R&D,22,Bachelor's,1,31.0,1.0,NO,85.0,NO
Sales & Marketing,22,Bachelor's,3,24.0,3.0,NO,46.0,NO
Sales & Marketing,22,Master's & above,1,29.0,2.0,NO,53.0,NO
Operations,13,Bachelor's,1,38.0,4.0,NO,58.0,NO
Operations,13,Bachelor's,1,32.0,4.0,NO,52.0,NO
Analytics,30,Bachelor's,1,30.0,5.0,NO,86.0,NO
Technology,2,Bachelor's,1,40.0,5.0,NO,80.0,YES
Sales & Marketing,15,Master's & above,4,42.0,2.0,NO,50.0,NO
Procurement,2,Bachelor's,1,45.0,3.0,NO,72.0,NO
Operations,23,Bachelor's,1,33.0,3.0,NO,60.0,NO
HR,2,Bachelor's,1,28.0,3.0,NO,60.0,YES
Operations,2,Master's & above,1,34.0,2.0,NO,63.0,NO
Operations,22,Bachelor's,1,37.0,5.0,NO,60.0,NO
